Analysis,Lithology (Name given by cited author),Lithology (Lithology Code see explanati...),Description (Data Type),Reference,Th [mg/kg],U [mg/kg],La [mg/kg],Ce [mg/kg],Pr [mg/kg],Sr [mg/kg],Nd [mg/kg],Sm [mg/kg],Eu [mg/kg],Gd [mg/kg],Tb [mg/kg],Dy [mg/kg],Y [mg/kg],Ho [mg/kg],Er [mg/kg],Tm [mg/kg],Yb [mg/kg],Lu [mg/kg],Mn [mg/kg],Ba [mg/kg],Sm norm,Eu norm,Gd norm,Tb norm,Eu norm (Anom Arithmetic),Eu norm (EuAnom Shields and Stille (2...),Eu norm (EuAnom Lawrence and Kamber (2...),LREE norm (La-Nd),Sr/Y,Imputed_Tb,Imputed_Dy,Imputed_Tm,Imputed_Y,Imputed_Ho,Imputed_Nd,Imputed_Er,Imputed_La,Imputed_Pr,Imputed_Sm,Imputed_Gd,Imputed_Yb,Imputed_Lu
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,464,1282,181,,837,190,42,199,,122,576,19,43,,19,2,,81,1283.8,746,1000,,0.653,0.658,,2764,,NA,122,NA,576,19,837,43,464,181,190,199,19,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,451,1212,172,,714,166,40,168,,104,482,18,35,,15,2,,106,1121.6,710.5,844.2,,0.723,0.73,,2549,,NA,104,NA,482,18,714,35,451,172,166,168,15,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,459,1268,175,,767,178,42,184,,116,519,21,40,,19,2,,75,1202.7,746,924.6,,0.701,0.707,,2669,,NA,116,NA,519,21,767,40,459,175,178,184,19,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,624,1806,236,,948,199,58,197,,135,586,23,47,,23,3,,33,1344.6,1030.2,989.9,,0.883,0.893,,3614,,NA,135,NA,586,23,948,47,624,236,199,197,23,3
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,583,1760,232,,942,199,52,204,,136,669,22,53,,26,3,,40,1344.6,923.6,1025.1,,0.78,0.787,,3517,,NA,136,NA,669,22,942,53,583,232,199,204,26,3
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,485,1271,172,,697,151,45,157,,104,584,18,44,,22,3,,69,1020.3,799.3,788.9,,0.884,0.891,,2625,,NA,104,NA,584,18,697,44,485,172,151,157,22,3
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,495,1315,164,,621,120,39,125,,80,481,15,35,,18,2,,24,810.8,692.7,628.1,,0.963,0.971,,2595,,NA,80,NA,481,15,621,35,495,164,120,125,18,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,434,1053,135,,526,110,33,113,,75,435,12,33,,15,2,,18,743.2,586.1,567.8,,0.894,0.902,,2148,,NA,75,NA,435,12,526,33,434,135,110,113,15,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,544,1235,172,,667,134,42,126,,93,457,16,40,,21,3,,23,905.4,746,633.2,,0.97,0.985,,2618,,14.34176993,93,5.20069921,457,16,667,40,544,172,134,126,21,3
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,444,1220,170,,664,130,38,127,,92,463,15,35,,17,2,,20,878.4,675,638.2,,0.89,0.901,,2498,,NA,92,NA,463,15,664,35,444,170,130,127,17,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,569,1366,173,,597,127,38,130,,94,578,18,42,,25,3,,26,858.1,675,653.3,,0.893,0.901,,2705,,NA,94,NA,578,18,597,42,569,173,127,130,25,3
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,580,1644,239,,941,227,56,214,,157,806,27,62,,36,5,,83,1533.8,994.7,1075.4,,0.762,0.774,,3404,,NA,157,NA,806,27,941,62,580,239,227,214,36,5
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,400,1155,176,,766,184,48,185,,109,460,16,34,,14,2,,59,1243.2,852.6,929.6,,0.785,0.793,,2497,,NA,109,NA,460,16,766,34,400,176,184,185,14,2
AL05-P04,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,425,1246,180,,758,189,46,187,,106,522,18,34,,15,2,,67,1277,817.1,939.7,,0.737,0.746,,2609,,NA,106,NA,522,18,758,34,425,180,189,187,15,2
AL05-P05,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,724,1311,152,,693,149,47,199,,148,1021,26,64,,36,5,,,1006.8,834.8,1000,,0.832,0.832,,2880,,NA,148,NA,1021,26,693,64,724,152,149,199,36,5
AL05-P05,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,745,1293,156,,734,167,55,214,,155,1058,29,68,,36,5,,,1128.4,976.9,1075.4,,0.887,0.887,,2928,,NA,155,NA,1058,29,734,68,745,156,167,214,36,5
AL05-P05,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,735,1344,167,,781,162,50,203,,155,1008,29,64,,36,5,,,1094.6,888.1,1020.1,,0.84,0.84,,3027,,NA,155,NA,1008,29,781,64,735,167,162,203,36,5
AL05-P05,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,684,1222,144,,644,141,42,182,,141,946,25,56,,32,4,,,952.7,746,914.6,,0.799,0.799,,2694,,NA,141,NA,946,25,644,56,684,144,141,182,32,4
AL05-P05,TypeAPhosphorite,AUT,Spot,Joosu et al 2016.,,,745,1289,158,,715,157,52,207,,156,1027,27,64,,35,5,,,1060.8,923.6,1040.2,,0.879,0.879,,2907,,NA,156,NA,1027,27,715,64,745,158,157,207,35,5
AL05-P02,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,253,715,75,,286,63,21,60,,51,341,10,25,,15,2,,264,425.7,373,301.5,,1.026,1.041,,1329,,NA,51,NA,341,10,286,25,253,75,63,60,15,2
AL05-P02,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,226,539,50,,188,43,17,44,,38,308,8,20,,13,2,,89,290.5,302,221.1,,1.18,1.191,,1003,,6.074679792,38,2.798133746,308,8,188,20,226,50,43,44,13,2
AL05-P02,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,225,483,60,,230,56,23,63,,52,404,10,27,,16,2,,101,378.4,408.5,316.6,,1.176,1.18,,998,,NA,52,NA,404,10,230,27,225,60,56,63,16,2
AL05-P02,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,314,679,85,,285,60,22,54,,51,387,9,26,,17,2,,50,405.4,390.8,271.4,,1.155,1.178,,1363,,7.609466972,51,3.184570474,387,9,285,26,314,85,60,54,17,2
AL05-P05,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,373,746,84,,423,92,36,107,,93,580,17,46,,27,5,,,621.6,639.4,537.7,,1.103,1.106,,1626,,14.05154672,93,6.619620525,580,17,423,46,373,84,92,107,27,5
AL05-P05,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,332,722,85,,344,88,37,111,,88,521,17,44,,28,5,,,594.6,657.2,557.8,,1.141,1.141,,1483,,NA,88,NA,521,17,344,44,332,85,88,111,28,5
AL05-P05,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,734,1305,149,,676,149,45,176,,138,857,24,55,,29,4,,,1006.8,799.3,884.4,,0.845,0.847,,2864,,NA,138,NA,857,24,676,55,734,149,149,176,29,4
AL05-P05,TypeBPhosphorite,AUT,Spot,Joosu et al 2016.,,,666,1210,137,,624,134,43,168,,133,792,23,53,,28,4,,,905.4,763.8,844.2,,0.873,0.874,,2637,,NA,133,NA,792,23,624,53,666,137,134,168,28,4
AL05-P02,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,237,566,74,,266,58,19,57,,50,376,11,26,,21,3,,291,391.9,337.5,286.4,,0.995,1.007,,1143,,8.27973296,50,3.827278809,376,11,266,26,237,74,58,57,21,3
AL05-P02,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,252,613,72,,291,58,19,57,,52,344,11,27,,20,3,,58,391.9,337.5,286.4,,0.995,1.007,,1228,,8.469136859,52,3.853651227,344,11,291,27,252,72,58,57,20,3
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,478,1390,187,,839,173,43,178,,111,500,20,37,,20,2,,103,1168.9,763.8,894.5,,0.74,0.747,,2894,,NA,111,NA,500,20,839,37,478,187,173,178,20,2
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,496,1399,205,,774,173,41,174,,108,543,18,41,,19,2,,68,1168.9,728.2,874.4,,0.713,0.72,,2874,,NA,108,NA,543,18,774,41,496,205,173,174,19,2
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,338,1031,142,,622,135,42,125,,63,345,10,22,,12,2,,19,912.2,746,628.1,,0.969,0.986,,2133,,NA,63,NA,345,10,622,22,338,142,135,125,12,2
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,226,695,98,,373,86,28,86,,52,297,9,21,,12,2,,30,581.1,497.3,432.2,,0.982,0.992,,1392,,NA,52,NA,297,9,373,21,226,98,86,86,12,2
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,245,679,84,,344,75,26,80,,63,342,10,24,,14,2,,27,506.8,461.8,402,,1.016,1.023,,1352,,NA,63,NA,342,10,344,24,245,84,75,80,14,2
AL05-P04,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,304,927,128,,502,103,39,108,,72,388,12,28,,15,2,,31,695.9,692.7,542.7,,1.118,1.127,,1861,,NA,72,NA,388,12,502,28,304,128,103,108,15,2
AL05-P06,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,182,299,45,,191,36,13,43,,34,286,7,21,,15,2,,57,243.2,230.9,216.1,,1.005,1.007,,717,,5.756530297,34,2.67262206,286,7,191,21,182,45,36,43,15,2
AL05-P06,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,251,442,65,,236,45,17,51,,43,413,10,32,,26,4,,85,304.1,302,256.3,,1.078,1.082,,994,,NA,43,NA,413,10,236,32,251,65,45,51,26,4
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,532,1023,118,,554,119,38,156,,128,746,20,47,,21,3,,,804.1,675,783.9,,0.85,0.85,,2227,,NA,128,NA,746,20,554,47,532,118,119,156,21,3
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,617,1155,130,,594,133,42,169,,135,809,23,50,,26,3,,,898.6,746,849.2,,0.854,0.854,,2496,,NA,135,NA,809,23,594,50,617,130,133,169,26,3
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,401,686,75,,359,83,27,108,,77,531,13,36,,25,4,,,560.8,479.6,542.7,,0.869,0.869,,1521,,NA,77,NA,531,13,359,36,401,75,83,108,25,4
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,325,616,83,,347,81,31,98,,78,454,16,29,,20,3,,,547.3,550.6,492.5,,1.059,1.061,,1371,,NA,78,NA,454,16,347,29,325,83,81,98,20,3
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,279,587,63,,278,60,27,85,,69,445,12,28,,21,3,,,405.4,479.6,427.1,,1.152,1.152,,1207,,NA,69,NA,445,12,278,28,279,63,60,85,21,3
AL05-P05,TypeCPhosphorite,AUT,Spot,Joosu et al 2016.,,,285,540,65,,304,73,28,95,,69,419,13,31,,18,5,,,493.2,497.3,477.4,,1.025,1.025,,1194,,NA,69,NA,419,13,304,31,285,65,73,95,18,5
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,263,387,48,,173,32,14,39,,34,428,8,24,,20,3,,66,216.2,248.7,196,,1.207,1.208,,871,,NA,34,NA,428,8,173,24,263,48,32,39,20,3
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,363,536,58,,215,43,16,49,,43,445,10,30,,24,3,,136,290.5,284.2,246.2,,1.059,1.063,,1172,,7.47389895,43,3.788945907,445,10,215,30,363,58,43,49,24,3
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,327,447,54,,230,44,15,58,,51,561,13,35,,32,5,,307,297.3,266.4,291.5,,0.905,0.905,,1058,,NA,51,NA,561,13,230,35,327,54,44,58,32,5
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,454,658,83,,344,66,21,76,,69,701,15,47,,39,5,,169,445.9,373,381.9,,0.901,0.904,,1539,,11.76917961,69,5.999353541,701,15,344,47,454,83,66,76,39,5
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,347,538,66,,273,51,18,59,,56,549,12,35,,29,4,,201,344.6,319.7,296.5,,0.997,1,,1224,,9.242196646,56,4.712132308,549,12,273,35,347,66,51,59,29,4
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,371,566,78,,313,66,19,74,,65,575,14,37,,29,4,,188,445.9,337.5,371.9,,0.825,0.829,,1328,,10.59324319,65,5.15746132,575,14,313,37,371,78,66,74,29,4
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,257,316,45,,175,34,13,46,,40,454,10,29,,23,4,,92,229.7,230.9,231.2,,1.002,1.002,,793,,NA,40,NA,454,10,175,29,257,45,34,46,23,4
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,184,253,36,,142,27,11,34,,33,381,8,21,,16,2,,88,182.4,195.4,170.9,,1.106,1.107,,615,,NA,33,NA,381,8,142,21,184,36,27,34,16,2
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,209,306,39,,143,29,10,34,,31,359,8,23,,17,3,,71,195.9,177.6,170.9,,0.968,0.971,,697,,NA,31,NA,359,8,143,23,209,39,29,34,17,3
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,315,582,92,,371,73,22,87,,73,645,16,45,,34,5,,95,493.2,390.8,437.2,,0.84,0.841,,1360,,12.41171333,73,6.13153428,645,16,371,45,315,92,73,87,34,5
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,348,540,81,,307,60,19,75,,72,746,17,54,,42,6,,91,405.4,337.5,376.9,,0.863,0.863,,1276,,NA,72,NA,746,17,307,54,348,81,60,75,42,6
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,347,671,92,,352,66,23,80,,65,588,14,40,,21,3,,54,445.9,408.5,402,,0.964,0.965,,1462,,NA,65,NA,588,14,352,40,347,92,66,80,21,3
AL05-P06,TypeDPhorsphorite,AUT,Spot,Joosu et al 2016.,,,371,623,91,,319,62,26,67,,54,564,12,33,,19,3,,46,418.9,461.8,336.7,,1.222,1.23,,1404,,9.283483931,54,4.200952361,564,12,319,33,371,91,62,67,19,3
87SMR63-1,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,130.3773164,17.00808694,3664.772423,6851.435992,770.3620262,4097.571693,2881.766367,431.7408525,83.30545103,301.381765,,134.368861,610.9289247,,,,25.9230467,2.750136748,126.0778353,,2917.2,1479.7,1514.5,,0.668,0.704,,14168,6.707,24.67935746,134.368861,5.472902767,610.9289247,19.40315652,2881.766367,44.68608289,3664.772423,770.3620262,431.7408525,301.381765,25.9230467,2.750136748
87SMR63-2,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,107.1047694,11.34911798,2933.167753,4691.972608,462.842078,3702.092002,1624.843373,222.9494149,53.27858468,171.2835472,,81.38811555,431.3494391,,,,21.46577387,2.372271862,66.12302265,,1506.4,946.3,860.7,,0.8,0.831,,9713,8.583,15.85530319,81.38811555,3.97373669,431.3494391,13.38446796,1624.843373,31.6934306,2933.167753,462.842078,222.9494149,171.2835472,21.46577387,2.372271862
SMR63-4,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,68.83114301,8.943403805,2553.938219,4780.776246,533.7633374,3701.170128,1986.467231,293.8653321,54.06371363,223.8289766,,93.4595718,423.881985,,,,16.24946671,1.700099202,103.1417602,,1985.6,960.3,1124.8,,0.617,0.643,,9855,8.732,16.72574787,93.4595718,3.62006848,423.881985,12.96553245,1986.467231,29.69571259,2553.938219,533.7633374,293.8653321,223.8289766,16.24946671,1.700099202
SMR63-5a,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,85.7115876,10.9572914,2865.734431,5527.433031,602.3576473,3768.135713,2272.619859,341.4066189,62.28079869,251.2711253,,106.9353495,468.2691389,,,,21.26114461,2.059374594,86.44979172,,2306.8,1106.2,1262.7,,0.62,0.648,,11268,8.047,19.43493933,106.9353495,4.259214932,468.2691389,15.17523916,2272.619859,34.8552911,2865.734431,602.3576473,341.4066189,251.2711253,21.26114461,2.059374594
SMR63-5b,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,95.670796,11.48694695,3027.399749,5957.491169,638.6964709,4014.058872,2488.498276,383.2781823,66.22227995,267.7488673,,119.8153703,483.515607,,,,19.9275081,2.430231879,91.74339463,,2589.7,1176.2,1345.5,,0.598,0.63,,12112,8.302,21.84402625,119.8153703,4.874954693,483.515607,17.23740945,2488.498276,39.75551035,3027.399749,638.6964709,383.2781823,267.7488673,19.9275081,2.430231879
SMR63-6,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,77.24810188,10.59447408,2745.575242,5198.294841,560.7618253,4059.537653,2106.337464,315.0155753,61.67429638,229.8711946,,95.79403922,450.3533756,,,,17.57701616,1.971719273,110.3898601,,2128.5,1095.5,1155.1,,0.667,0.699,,10611,9.014,17.9785507,95.79403922,3.959524166,450.3533756,14.07835929,2106.337464,32.372158,2745.575242,560.7618253,315.0155753,229.8711946,17.57701616,1.971719273
SMR63-7,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,78.00410301,10.75705889,2648.342116,4981.444644,552.7491503,3788.120594,2080.458484,304.3415994,59.21329317,222.0124986,,96.7263897,430.6820569,,,,17.68508115,1.586696728,106.0645982,,2056.4,1051.7,1115.6,,0.663,0.694,,10263,8.796,16.66703977,96.7263897,3.504001111,430.6820569,12.70353883,2080.458484,28.90419438,2648.342116,552.7491503,304.3415994,222.0124986,17.68508115,1.586696728
SMR63-8,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,91.42809129,10.0016655,2822.113619,4868.100482,495.037319,3763.997466,1803.995606,274.5391908,59.31680307,204.9352087,,86.73615064,448.8894773,,,,20.93276037,2.07695172,76.71104932,,1855,1053.6,1029.8,,0.73,0.762,,9989,8.385,16.77167061,86.73615064,3.905030675,448.8894773,13.56489967,1803.995606,31.58805487,2822.113619,495.037319,274.5391908,204.9352087,20.93276037,2.07695172
SMR63-9,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,78.23143104,10.44416766,2425.240361,4468.161519,468.8298106,4119.583349,1743.747171,257.3739906,51.9081078,192.1913097,,80.11712451,382.442654,,,,16.01726782,1.739107737,91.56391865,,1739,922,965.8,,0.682,0.711,,9106,10.772,15.20098312,80.11712451,3.409490688,382.442654,12.03034479,1743.747171,27.77784009,2425.240361,468.8298106,257.3739906,192.1913097,16.01726782,1.739107737
SMR63-10a,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,65.85265592,8.711389868,2373.997492,4330.522522,493.6677072,3784.494461,1752.65615,264.7455559,52.78640107,181.4890361,,81.693562,374.0304553,,,,15.74845058,1.351807078,87.78454302,,1788.8,937.6,912,,0.694,0.734,,8951,10.118,14.0825203,81.693562,2.959115506,374.0304553,10.73040957,1752.65615,24.41189682,2373.997492,493.6677072,264.7455559,181.4890361,15.74845058,1.351807078
SMR63-10b,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,90.84897016,10.79276863,2839.212742,5094.934337,542.5749682,3781.352244,1944.245153,298.0504089,60.59814483,207.3784073,,89.40119831,440.8740695,,,,21.96666777,1.632620267,95.94749127,,2013.9,1076.3,1042.1,,0.704,0.743,,10421,8.577,16.10151083,89.40119831,3.446102829,440.8740695,12.40055038,1944.245153,28.3294708,2839.212742,542.5749682,298.0504089,207.3784073,21.96666777,1.632620267
SMR63-11,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,68.07424418,9.111893685,2294.676695,4047.989902,433.67114,3887.715625,1578.77922,235.6448534,48.76981329,174.3793028,,74.62226859,364.7852472,,,,16.45518899,1.798511245,75.29880941,,1592.2,866.2,876.3,,0.702,0.733,,8355,10.658,14.4445354,74.62226859,3.354616084,364.7852472,11.66539109,1578.77922,27.14899609,2294.676695,433.67114,235.6448534,174.3793028,16.45518899,1.798511245
SMR63-12,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,70.54727695,9.005932104,2536.447201,4530.169845,478.4735537,3924.568787,1756.460017,259.799582,54.56210275,189.8634997,,81.3680616,395.8284302,,,,17.41556581,1.638546005,85.54249425,,1755.4,969.1,954.1,,0.715,0.749,,9302,9.915,14.98767797,81.3680616,3.307916716,395.8284302,11.75096094,1756.460017,27.03364602,2536.447201,478.4735537,259.799582,189.8634997,17.41556581,1.638546005
SMR63-13,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,71.42672629,9.27897033,2523.856107,4995.51459,529.5827436,3691.374884,1957.32142,294.8116852,55.89953994,218.3778165,,93.30710009,426.9602813,,,,18.95237621,1.695481309,97.75909258,,1992,992.9,1097.4,,0.643,0.672,,10006,8.646,16.60592527,93.30710009,3.602772076,426.9602813,12.89062056,1957.32142,29.54023626,2523.856107,529.5827436,294.8116852,218.3778165,18.95237621,1.695481309
SMR63-14,Alkali-feldspar syenite,ALK,Spot,Mao et al. 2016,74.69732374,9.957157131,2862.655326,5569.534374,607.7962617,5012.573633,2332.718002,369.7760097,63.89134634,241.1982585,,100.1519237,498.0554408,,,,18.39059571,2.07048174,84.16983491,,2498.5,1134.8,1212.1,,0.612,0.652,,11373,10.064,19.29902461,100.1519237,4.142658582,498.0554408,14.88863762,2332.718002,34.03640187,2862.655326,607.7962617,369.7760097,241.1982585,18.39059571,2.07048174
